Filename,Is Prose?
tesserae/texts/grc/basil_of_caesarea.de_legendis.tess,True
tesserae/texts/grc/basil_of_caesarea.epistulae.tess,True
tesserae/texts/grc/bion_of_phlossa.epitaphius.tess,False
tesserae/texts/grc/bion_of_phlossa.epithalamium.tess,False
tesserae/texts/grc/bion_of_phlossa.fragmenta.tess,False
tesserae/texts/grc/callimachus.epigrams.tess,False
tesserae/texts/grc/callimachus.hymns.tess,False
tesserae/texts/grc/callistratus.statuarum_descriptiones.tess,True
tesserae/texts/grc/chariton.de_chaerea.tess,True
tesserae/texts/grc/clement.exhortation.tess,True
tesserae/texts/grc/clement.protrepticus.tess,True
tesserae/texts/grc/clement.quis_dis_salvetur.tess,True
tesserae/texts/grc/colluthus.rape_of_helen.tess,False
tesserae/texts/grc/demades.on_the_twelve_years.tess,True
tesserae/texts/grc/demetrius.elocutione.tess,True
tesserae/texts/grc/demosthenes.against_androtion.tess,True
tesserae/texts/grc/demosthenes.against_apatourius.tess,True
tesserae/texts/grc/demosthenes.against_aphobus.tess,True
tesserae/texts/grc/demosthenes.against_aphobus_1.tess,True
tesserae/texts/grc/demosthenes.against_aphobus_2.tess,True
tesserae/texts/grc/demosthenes.against_aristocrates.tess,True
tesserae/texts/grc/demosthenes.against_aristogiton_1.tess,True
tesserae/texts/grc/demosthenes.against_aristogiton_2.tess,True
tesserae/texts/grc/demosthenes.against_boeotus_1.tess,True
tesserae/texts/grc/demosthenes.against_boeotus_2.tess,True
tesserae/texts/grc/demosthenes.against_callicles.tess,True
tesserae/texts/grc/demosthenes.against_callippus.tess,True
tesserae/texts/grc/demosthenes.against_conon.tess,True
tesserae/texts/grc/demosthenes.against_dionysodorus.tess,True
tesserae/texts/grc/demosthenes.against_eubulides.tess,True
tesserae/texts/grc/demosthenes.against_evergus_and_mnesibulus.tess,True
tesserae/texts/grc/demosthenes.against_lacritus.tess,True
tesserae/texts/grc/demosthenes.against_leochares.tess,True
tesserae/texts/grc/demosthenes.against_leptines.tess,True
tesserae/texts/grc/demosthenes.against_macartatus.tess,True
tesserae/texts/grc/demosthenes.against_midias.tess,True
tesserae/texts/grc/demosthenes.against_nausimachus_and_xenopeithes.tess,True
tesserae/texts/grc/demosthenes.against_neaera.tess,True
tesserae/texts/grc/demosthenes.against_nicostratus.tess,True
tesserae/texts/grc/demosthenes.against_olympiodorus.tess,True
tesserae/texts/grc/demosthenes.against_onetor_30.tess,True
tesserae/texts/grc/demosthenes.against_onetor_31.tess,True
tesserae/texts/grc/demosthenes.against_pantaenetus.tess,True
tesserae/texts/grc/demosthenes.against_phaenippus.tess,True
tesserae/texts/grc/demosthenes.against_phormio.tess,True
tesserae/texts/grc/demosthenes.against_polycles.tess,True
tesserae/texts/grc/demosthenes.against_spudias.tess,True
tesserae/texts/grc/demosthenes.against_stephanus_1.tess,True
tesserae/texts/grc/demosthenes.against_stephanus_2.tess,True
tesserae/texts/grc/demosthenes.against_theocrines.tess,True
tesserae/texts/grc/demosthenes.against_timocrates.tess,True
tesserae/texts/grc/demosthenes.against_timotheus.tess,True
tesserae/texts/grc/demosthenes.against_zenothemis.tess,True
tesserae/texts/grc/demosthenes.erotic_essay.tess,True
tesserae/texts/grc/demosthenes.exordia.tess,True
tesserae/texts/grc/demosthenes.for_phormio.tess,True
tesserae/texts/grc/demosthenes.for_the_megalopitans.tess,True
tesserae/texts/grc/demosthenes.funeral_speech.tess,True
tesserae/texts/grc/demosthenes.letters.tess,True
tesserae/texts/grc/demosthenes.olynthiac_1.tess,True
tesserae/texts/grc/demosthenes.olynthiac_2.tess,True
tesserae/texts/grc/demosthenes.olynthiac_3.tess,True
tesserae/texts/grc/demosthenes.on_organization.tess,True
tesserae/texts/grc/demosthenes.on_the_accession_of_alexander.tess,True
tesserae/texts/grc/demosthenes.on_the_chersonese.tess,True
tesserae/texts/grc/demosthenes.on_the_crown.tess,True
tesserae/texts/grc/demosthenes.on_the_false_embassy.tess,True
tesserae/texts/grc/demosthenes.on_the_halonnesus.tess,True
tesserae/texts/grc/demosthenes.on_the_liberty_of_the_rhodians.tess,True
tesserae/texts/grc/demosthenes.on_the_navy.tess,True
tesserae/texts/grc/demosthenes.on_the_peace.tess,True
tesserae/texts/grc/demosthenes.on_the_trierarchic_crown.tess,True
tesserae/texts/grc/demosthenes.philip.tess,True
tesserae/texts/grc/demosthenes.philippic_1.tess,True
tesserae/texts/grc/demosthenes.philippic_2.tess,True
tesserae/texts/grc/demosthenes.philippic_3.tess,True
tesserae/texts/grc/demosthenes.philippic_4.tess,True
tesserae/texts/grc/demosthenes.reply_to_philip.tess,True
tesserae/texts/grc/dinarchus.against_aristogiton.tess,True
tesserae/texts/grc/dinarchus.against_demosthenes.tess,True
tesserae/texts/grc/dinarchus.against_philocles.tess,True
tesserae/texts/grc/dionysius_halicarnassensis.ad_ammaeum.tess,True
tesserae/texts/grc/dionysius_halicarnassensis.antiquitates_romanae.tess,True
tesserae/texts/grc/dionysius_halicarnassensis.antiquitates_romanae/dionysius_halicarnassensis.antiquitates_romanae.part.1.tess,True
tesserae/texts/grc/dionysius_halicarnassensis.antiquitates_romanae/dionysius_halicarnassensis.antiquitates_romanae.part.10.tess,True
tesserae/texts/grc/dionysius_halicarnassensis.antiquitates_romanae/dionysius_halicarnassensis.antiquitates_romanae.part.11.tess,True
tesserae/texts/grc/dionysius_halicarnassensis.antiquitates_romanae/dionysius_halicarnassensis.antiquitates_romanae.part.12.books_12-20.tess,True
tesserae/texts/grc/dionysius_halicarnassensis.antiquitates_romanae/dionysius_halicarnassensis.antiquitates_romanae.part.2.tess,True
tesserae/texts/grc/dionysius_halicarnassensis.antiquitates_romanae/dionysius_halicarnassensis.antiquitates_romanae.part.3.tess,True
tesserae/texts/grc/dionysius_halicarnassensis.antiquitates_romanae/dionysius_halicarnassensis.antiquitates_romanae.part.4.tess,True
tesserae/texts/grc/dionysius_halicarnassensis.antiquitates_romanae/dionysius_halicarnassensis.antiquitates_romanae.part.5.tess,True
tesserae/texts/grc/dionysius_halicarnassensis.antiquitates_romanae/dionysius_halicarnassensis.antiquitates_romanae.part.6.tess,True
tesserae/texts/grc/dionysius_halicarnassensis.antiquitates_romanae/dionysius_halicarnassensis.antiquitates_romanae.part.7.tess,True
tesserae/texts/grc/dionysius_halicarnassensis.antiquitates_romanae/dionysius_halicarnassensis.antiquitates_romanae.part.8.tess,True
tesserae/texts/grc/dionysius_halicarnassensis.antiquitates_romanae/dionysius_halicarnassensis.antiquitates_romanae.part.9.tess,True
tesserae/texts/grc/dionysius_halicarnassensis.de_antiquis_oratoribus.tess,True
tesserae/texts/grc/dionysius_halicarnassensis.de_compositione_verborum.tess,True
tesserae/texts/grc/dionysius_halicarnassensis.de_demosthene.tess,True
tesserae/texts/grc/dionysius_halicarnassensis.de_dinarcho.tess,True
tesserae/texts/grc/dionysius_halicarnassensis.de_isaeo.tess,True
tesserae/texts/grc/dionysius_halicarnassensis.de_isocrate.tess,True
tesserae/texts/grc/dionysius_halicarnassensis.de_lysia.tess,True
tesserae/texts/grc/dionysius_halicarnassensis.de_thucydide.tess,True
tesserae/texts/grc/dionysius_halicarnassensis.de_thucydidis_idiomatibus.tess,True
tesserae/texts/grc/dionysius_halicarnassensis.epistula_ad_pompeium.tess,True
tesserae/texts/grc/dionysius_halicarnassensis.libri_secundi_de_antiquis_oratoribus_reliquiae.tess,True
tesserae/texts/grc/epictetus.discourses.tess,True
tesserae/texts/grc/epictetus.enchiridion.tess,True
tesserae/texts/grc/epictetus.fragments.tess,True
tesserae/texts/grc/euclid.elements.tess,True
tesserae/texts/grc/euripides.alcestis.tess,False
tesserae/texts/grc/euripides.andromache.tess,False
tesserae/texts/grc/euripides.bacchae.tess,False
tesserae/texts/grc/euripides.cyclops.tess,False
tesserae/texts/grc/euripides.electra.tess,False
tesserae/texts/grc/euripides.hecuba.tess,False
tesserae/texts/grc/euripides.helen.tess,False
tesserae/texts/grc/euripides.heracleidae.tess,False
tesserae/texts/grc/euripides.heracles.tess,False
tesserae/texts/grc/euripides.hippolytus.tess,False
tesserae/texts/grc/euripides.ion.tess,False
tesserae/texts/grc/euripides.iphigenia_aulis.tess,False
tesserae/texts/grc/euripides.iphigenia_tauris.tess,False
tesserae/texts/grc/euripides.medea.tess,False
tesserae/texts/grc/euripides.orestes.tess,False
tesserae/texts/grc/euripides.phoenissae.tess,False
tesserae/texts/grc/euripides.rhesus.tess,False
tesserae/texts/grc/euripides.suppliants.tess,False
tesserae/texts/grc/euripides.trojan_women.tess,False
tesserae/texts/grc/eusebius_caesarea.historia_ecclesiastica.tess,True
tesserae/texts/grc/eusebius_caesarea.historia_ecclesiastica/eusebius_caeserea.historia_ecclesiastica.part.1.tess,True
tesserae/texts/grc/eusebius_caesarea.historia_ecclesiastica/eusebius_caeserea.historia_ecclesiastica.part.10.tess,True
tesserae/texts/grc/eusebius_caesarea.historia_ecclesiastica/eusebius_caeserea.historia_ecclesiastica.part.2.tess,True
tesserae/texts/grc/eusebius_caesarea.historia_ecclesiastica/eusebius_caeserea.historia_ecclesiastica.part.3.tess,True
tesserae/texts/grc/eusebius_caesarea.historia_ecclesiastica/eusebius_caeserea.historia_ecclesiastica.part.4.tess,True
tesserae/texts/grc/eusebius_caesarea.historia_ecclesiastica/eusebius_caeserea.historia_ecclesiastica.part.5.tess,True
tesserae/texts/grc/eusebius_caesarea.historia_ecclesiastica/eusebius_caeserea.historia_ecclesiastica.part.6.tess,True
tesserae/texts/grc/eusebius_caesarea.historia_ecclesiastica/eusebius_caeserea.historia_ecclesiastica.part.7.tess,True
tesserae/texts/grc/eusebius_caesarea.historia_ecclesiastica/eusebius_caeserea.historia_ecclesiastica.part.8.tess,True
tesserae/texts/grc/eusebius_caesarea.historia_ecclesiastica/eusebius_caeserea.historia_ecclesiastica.part.9.tess,True
tesserae/texts/grc/flavius_josephus.antiquitates_judaicae.tess,True
tesserae/texts/grc/flavius_josephus.antiquitates_judaicae/flavius_josephus.antiquitates_judaicae.part.1.tess,True
tesserae/texts/grc/flavius_josephus.antiquitates_judaicae/flavius_josephus.antiquitates_judaicae.part.10.tess,True
tesserae/texts/grc/flavius_josephus.antiquitates_judaicae/flavius_josephus.antiquitates_judaicae.part.11.tess,True
tesserae/texts/grc/flavius_josephus.antiquitates_judaicae/flavius_josephus.antiquitates_judaicae.part.12.tess,True
tesserae/texts/grc/flavius_josephus.antiquitates_judaicae/flavius_josephus.antiquitates_judaicae.part.13.tess,True
tesserae/texts/grc/flavius_josephus.antiquitates_judaicae/flavius_josephus.antiquitates_judaicae.part.14.tess,True
tesserae/texts/grc/flavius_josephus.antiquitates_judaicae/flavius_josephus.antiquitates_judaicae.part.15.tess,True
tesserae/texts/grc/flavius_josephus.antiquitates_judaicae/flavius_josephus.antiquitates_judaicae.part.16.tess,True
tesserae/texts/grc/flavius_josephus.antiquitates_judaicae/flavius_josephus.antiquitates_judaicae.part.17.tess,True
tesserae/texts/grc/flavius_josephus.antiquitates_judaicae/flavius_josephus.antiquitates_judaicae.part.18.tess,True
tesserae/texts/grc/flavius_josephus.antiquitates_judaicae/flavius_josephus.antiquitates_judaicae.part.19.tess,True
tesserae/texts/grc/flavius_josephus.antiquitates_judaicae/flavius_josephus.antiquitates_judaicae.part.2.tess,True
tesserae/texts/grc/flavius_josephus.antiquitates_judaicae/flavius_josephus.antiquitates_judaicae.part.20.tess,True
tesserae/texts/grc/flavius_josephus.antiquitates_judaicae/flavius_josephus.antiquitates_judaicae.part.3.tess,True
tesserae/texts/grc/flavius_josephus.antiquitates_judaicae/flavius_josephus.antiquitates_judaicae.part.4.tess,True
tesserae/texts/grc/flavius_josephus.antiquitates_judaicae/flavius_josephus.antiquitates_judaicae.part.5.tess,True
tesserae/texts/grc/flavius_josephus.antiquitates_judaicae/flavius_josephus.antiquitates_judaicae.part.6.tess,True
tesserae/texts/grc/flavius_josephus.antiquitates_judaicae/flavius_josephus.antiquitates_judaicae.part.7.tess,True
tesserae/texts/grc/flavius_josephus.antiquitates_judaicae/flavius_josephus.antiquitates_judaicae.part.8.tess,True
tesserae/texts/grc/flavius_josephus.antiquitates_judaicae/flavius_josephus.antiquitates_judaicae.part.9.tess,True
tesserae/texts/grc/flavius_josephus.contra_apionem.tess,True
tesserae/texts/grc/flavius_josephus.contra_apionem/flavius_josephus.contra_apionem.part.1.tess,True
tesserae/texts/grc/flavius_josephus.contra_apionem/flavius_josephus.contra_apionem.part.2.tess,True
tesserae/texts/grc/flavius_josephus.de_bello_judaico_libri_vii.tess,True
tesserae/texts/grc/flavius_josephus.de_bello_judaico_libri_vii/flavius_josephus.de_bello_judaico_libri_vii.part.1.tess,True
tesserae/texts/grc/flavius_josephus.de_bello_judaico_libri_vii/flavius_josephus.de_bello_judaico_libri_vii.part.2.tess,True
tesserae/texts/grc/flavius_josephus.de_bello_judaico_libri_vii/flavius_josephus.de_bello_judaico_libri_vii.part.3.tess,True
tesserae/texts/grc/flavius_josephus.de_bello_judaico_libri_vii/flavius_josephus.de_bello_judaico_libri_vii.part.4.tess,True
tesserae/texts/grc/flavius_josephus.de_bello_judaico_libri_vii/flavius_josephus.de_bello_judaico_libri_vii.part.5.tess,True
tesserae/texts/grc/flavius_josephus.de_bello_judaico_libri_vii/flavius_josephus.de_bello_judaico_libri_vii.part.6.tess,True
tesserae/texts/grc/flavius_josephus.de_bello_judaico_libri_vii/flavius_josephus.de_bello_judaico_libri_vii.part.7.tess,True
tesserae/texts/grc/flavius_josephus.josephi_vita.tess,True
tesserae/texts/grc/galen.natural_faculties.tess,True
tesserae/texts/grc/galen.natural_faculties/galen.natural_faculties.part.1.tess,True
tesserae/texts/grc/galen.natural_faculties/galen.natural_faculties.part.2.tess,True
tesserae/texts/grc/galen.natural_faculties/galen.natural_faculties.part.3.tess,True
tesserae/texts/grc/galen.natural_faculties/galen.natural_faculties.tess,True
tesserae/texts/grc/herodotus.histories.tess,True
tesserae/texts/grc/herodotus.histories/herodotus.histories.part.1.tess,True
tesserae/texts/grc/herodotus.histories/herodotus.histories.part.2.tess,True
tesserae/texts/grc/herodotus.histories/herodotus.histories.part.3.tess,True
tesserae/texts/grc/herodotus.histories/herodotus.histories.part.4.tess,True
tesserae/texts/grc/herodotus.histories/herodotus.histories.part.5.tess,True
tesserae/texts/grc/herodotus.histories/herodotus.histories.part.6.tess,True
tesserae/texts/grc/herodotus.histories/herodotus.histories.part.7.tess,True
tesserae/texts/grc/herodotus.histories/herodotus.histories.part.8.tess,True
tesserae/texts/grc/herodotus.histories/herodotus.histories.part.9.tess,True
tesserae/texts/grc/hippocrates.de_aere_aquis_et_locis.tess,True
tesserae/texts/grc/hippocrates.de_alimento.tess,True
tesserae/texts/grc/hippocrates.de_morbis_popularibus.tess,True
tesserae/texts/grc/hippocrates.de_prisca_medicina.tess,True
tesserae/texts/grc/hippocrates.jusjurandum.tess,True
tesserae/texts/grc/homer.iliad.tess,False
tesserae/texts/grc/homer.iliad/homer.iliad.part.1.tess,False
tesserae/texts/grc/homer.iliad/homer.iliad.part.10.tess,False
tesserae/texts/grc/homer.iliad/homer.iliad.part.11.tess,False
tesserae/texts/grc/homer.iliad/homer.iliad.part.12.tess,False
tesserae/texts/grc/homer.iliad/homer.iliad.part.13.tess,False
tesserae/texts/grc/homer.iliad/homer.iliad.part.14.tess,False
tesserae/texts/grc/homer.iliad/homer.iliad.part.15.tess,False
tesserae/texts/grc/homer.iliad/homer.iliad.part.16.tess,False
tesserae/texts/grc/homer.iliad/homer.iliad.part.17.tess,False
tesserae/texts/grc/homer.iliad/homer.iliad.part.18.tess,False
tesserae/texts/grc/homer.iliad/homer.iliad.part.19.tess,False
tesserae/texts/grc/homer.iliad/homer.iliad.part.2.tess,False
tesserae/texts/grc/homer.iliad/homer.iliad.part.20.tess,False
tesserae/texts/grc/homer.iliad/homer.iliad.part.21.tess,False
tesserae/texts/grc/homer.iliad/homer.iliad.part.22.tess,False
tesserae/texts/grc/homer.iliad/homer.iliad.part.23.tess,False
tesserae/texts/grc/homer.iliad/homer.iliad.part.24.tess,False
tesserae/texts/grc/homer.iliad/homer.iliad.part.3.tess,False
tesserae/texts/grc/homer.iliad/homer.iliad.part.4.tess,False
tesserae/texts/grc/homer.iliad/homer.iliad.part.5.tess,False
tesserae/texts/grc/homer.iliad/homer.iliad.part.6.tess,False
tesserae/texts/grc/homer.iliad/homer.iliad.part.7.tess,False
tesserae/texts/grc/homer.iliad/homer.iliad.part.8.tess,False
tesserae/texts/grc/homer.iliad/homer.iliad.part.9.tess,False
tesserae/texts/grc/homer.odyssey.tess,False
tesserae/texts/grc/homer.odyssey/homer.odyssey.part.1.tess,False
tesserae/texts/grc/homer.odyssey/homer.odyssey.part.10.tess,False
tesserae/texts/grc/homer.odyssey/homer.odyssey.part.11.tess,False
tesserae/texts/grc/homer.odyssey/homer.odyssey.part.12.tess,False
tesserae/texts/grc/homer.odyssey/homer.odyssey.part.13.tess,False
tesserae/texts/grc/homer.odyssey/homer.odyssey.part.14.tess,False
tesserae/texts/grc/homer.odyssey/homer.odyssey.part.15.tess,False
tesserae/texts/grc/homer.odyssey/homer.odyssey.part.16.tess,False
tesserae/texts/grc/homer.odyssey/homer.odyssey.part.17.tess,False
tesserae/texts/grc/homer.odyssey/homer.odyssey.part.18.tess,False
tesserae/texts/grc/homer.odyssey/homer.odyssey.part.19.tess,False
tesserae/texts/grc/homer.odyssey/homer.odyssey.part.2.tess,False
tesserae/texts/grc/homer.odyssey/homer.odyssey.part.20.tess,False
tesserae/texts/grc/homer.odyssey/homer.odyssey.part.21.tess,False
tesserae/texts/grc/homer.odyssey/homer.odyssey.part.22.tess,False
tesserae/texts/grc/homer.odyssey/homer.odyssey.part.23.tess,False
tesserae/texts/grc/homer.odyssey/homer.odyssey.part.24.tess,False
tesserae/texts/grc/homer.odyssey/homer.odyssey.part.3.tess,False
tesserae/texts/grc/homer.odyssey/homer.odyssey.part.4.tess,False
tesserae/texts/grc/homer.odyssey/homer.odyssey.part.5.tess,False
tesserae/texts/grc/homer.odyssey/homer.odyssey.part.6.tess,False
tesserae/texts/grc/homer.odyssey/homer.odyssey.part.7.tess,False
tesserae/texts/grc/homer.odyssey/homer.odyssey.part.8.tess,False
tesserae/texts/grc/homer.odyssey/homer.odyssey.part.9.tess,False
tesserae/texts/grc/hyperides.speeches.tess,True
tesserae/texts/grc/hyperides.speeches/hyperides.against_athenogenes.tess,True
tesserae/texts/grc/hyperides.speeches/hyperides.against_demosthenes.tess,True
tesserae/texts/grc/hyperides.speeches/hyperides.against_philippides.tess,True
tesserae/texts/grc/hyperides.speeches/hyperides.funeral_oration.tess,True
tesserae/texts/grc/hyperides.speeches/hyperides.in_defense_of_euxenippus.tess,True
tesserae/texts/grc/hyperides.speeches/hyperides.in_defense_of_lycophron.tess,True
tesserae/texts/grc/isaeus.speeches.tess,True
tesserae/texts/grc/isaeus.speeches/isaeus.speeches.part.1.tess,True
tesserae/texts/grc/isaeus.speeches/isaeus.speeches.part.10.tess,True
tesserae/texts/grc/isaeus.speeches/isaeus.speeches.part.11.tess,True
tesserae/texts/grc/isaeus.speeches/isaeus.speeches.part.12.tess,True
tesserae/texts/grc/isaeus.speeches/isaeus.speeches.part.2.tess,True
tesserae/texts/grc/isaeus.speeches/isaeus.speeches.part.3.tess,True
tesserae/texts/grc/isaeus.speeches/isaeus.speeches.part.4.tess,True
tesserae/texts/grc/isaeus.speeches/isaeus.speeches.part.5.tess,True
tesserae/texts/grc/isaeus.speeches/isaeus.speeches.part.6.tess,True
tesserae/texts/grc/isaeus.speeches/isaeus.speeches.part.7.tess,True
tesserae/texts/grc/isaeus.speeches/isaeus.speeches.part.8.tess,True
tesserae/texts/grc/isaeus.speeches/isaeus.speeches.part.9.tess,True
tesserae/texts/grc/isocrates.letters.tess,True
tesserae/texts/grc/isocrates.letters/isocrates.letters.part.1.tess,True
tesserae/texts/grc/isocrates.letters/isocrates.letters.part.2.tess,True
tesserae/texts/grc/isocrates.letters/isocrates.letters.part.3.tess,True
tesserae/texts/grc/isocrates.letters/isocrates.letters.part.4.tess,True
tesserae/texts/grc/isocrates.letters/isocrates.letters.part.5.tess,True
tesserae/texts/grc/isocrates.letters/isocrates.letters.part.6.tess,True
tesserae/texts/grc/isocrates.letters/isocrates.letters.part.7.tess,True
tesserae/texts/grc/isocrates.letters/isocrates.letters.part.8.tess,True
tesserae/texts/grc/isocrates.letters/isocrates.letters.part.9.tess,True
tesserae/texts/grc/isocrates.speeches.tess,True
tesserae/texts/grc/isocrates.speeches/isocrates.speeches.part.1.tess,True
tesserae/texts/grc/isocrates.speeches/isocrates.speeches.part.10.tess,True
tesserae/texts/grc/isocrates.speeches/isocrates.speeches.part.11.tess,True
tesserae/texts/grc/isocrates.speeches/isocrates.speeches.part.12.tess,True
tesserae/texts/grc/isocrates.speeches/isocrates.speeches.part.13.tess,True
tesserae/texts/grc/isocrates.speeches/isocrates.speeches.part.14.tess,True
tesserae/texts/grc/isocrates.speeches/isocrates.speeches.part.15.tess,True
tesserae/texts/grc/isocrates.speeches/isocrates.speeches.part.16.tess,True
tesserae/texts/grc/isocrates.speeches/isocrates.speeches.part.17.tess,True
tesserae/texts/grc/isocrates.speeches/isocrates.speeches.part.18.tess,True
tesserae/texts/grc/isocrates.speeches/isocrates.speeches.part.19.tess,True
tesserae/texts/grc/isocrates.speeches/isocrates.speeches.part.2.tess,True
tesserae/texts/grc/isocrates.speeches/isocrates.speeches.part.20.tess,True
tesserae/texts/grc/isocrates.speeches/isocrates.speeches.part.21.tess,True
tesserae/texts/grc/isocrates.speeches/isocrates.speeches.part.3.tess,True
tesserae/texts/grc/isocrates.speeches/isocrates.speeches.part.4.tess,True
tesserae/texts/grc/isocrates.speeches/isocrates.speeches.part.5.tess,True
tesserae/texts/grc/isocrates.speeches/isocrates.speeches.part.6.tess,True
tesserae/texts/grc/isocrates.speeches/isocrates.speeches.part.7.tess,True
tesserae/texts/grc/isocrates.speeches/isocrates.speeches.part.8.tess,True
tesserae/texts/grc/isocrates.speeches/isocrates.speeches.part.9.tess,True
tesserae/texts/grc/lucian.abdicatus.tess,True
tesserae/texts/grc/lucian.adversus_indoctum_et_libros_multos_ementem.tess,True
tesserae/texts/grc/lucian.alexander.tess,True
tesserae/texts/grc/lucian.anacharsis.tess,True
tesserae/texts/grc/lucian.apologia.tess,True
tesserae/texts/grc/lucian.bacchus.tess,True
tesserae/texts/grc/lucian.bis_accusatus_sive_tribunalia.tess,True
tesserae/texts/grc/lucian.calumniae_non_temere_credundum.tess,True
tesserae/texts/grc/lucian.cataplus.tess,True
tesserae/texts/grc/lucian.contemplantes.tess,True
tesserae/texts/grc/lucian.de_astrologia.tess,True
tesserae/texts/grc/lucian.de_domo.tess,True
tesserae/texts/grc/lucian.de_luctu.tess,True
tesserae/texts/grc/lucian.de_mercede.tess,True
tesserae/texts/grc/lucian.de_morte_peregrini.tess,True
tesserae/texts/grc/lucian.de_parasito_sive_artem_esse_parasiticam.tess,True
tesserae/texts/grc/lucian.de_sacrificiis.tess,True
tesserae/texts/grc/lucian.de_saltatione.tess,True
tesserae/texts/grc/lucian.de_syria_dea.tess,True
tesserae/texts/grc/lucian.dearum_iudicium.tess,True
tesserae/texts/grc/lucian.demonax.tess,True
tesserae/texts/grc/lucian.deorum_consilium.tess,True
tesserae/texts/grc/lucian.dialogi_deorum.tess,True
tesserae/texts/grc/lucian.dialogi_marini.tess,True
tesserae/texts/grc/lucian.dialogi_meretricii.tess,True
tesserae/texts/grc/lucian.dialogi_mortuorum.tess,True
tesserae/texts/grc/lucian.dipsades.tess,True
